Player,Team,Position,Rk,Status,Trade,Opponent,FPts,FP/G,% Owned,+/-,GP,FG-,3PTM,FTM,FT-,PTS,OREB,DREB,AST,ST,BLK,TO
James Harden,HOU,"PG,SG,SF,Flx",1,HOU,HOU,,1662.75,55.42,100%,0%,30,406,153,337,47,"1,158",30,143,223,56,22,145
Giannis Antetokounmpo,MIL,"SF,PF,Flx",2,MIA,MIA,,1503.25,50.11,100%,0%,30,264,52,189,127,929,80,307,169,39,36,110
LeBron James,LAL,"PG,SF,PF,Flx",3,SAS,SAS,,1302.75,44.92,100%,0%,29,294,64,105,50,747,29,189,308,35,16,116
Anthony Davis,LAL,"PF,C,Flx",4,NYK,NYK,,1293.75,46.21,100%,0%,28,275,31,201,34,780,71,193,91,39,75,66
Trae Young,ATL,"PG,Flx",5,CLE,CLE,,1253.5,41.78,100%,0%,30,358,104,197,35,871,15,117,255,38,2,142
Luka Doncic,DAL,"PG,SF,Flx",6,CLE,CLE,,1222.75,48.91,100%,0%,25,255,76,184,45,732,32,207,222,30,3,109
Damian Lillard,POR,"PG,Flx",7,MEM,MEM,,1177.75,40.61,100%,0%,29,307,94,192,22,772,13,108,218,29,12,86
Bradley Beal,WAS,"SG,Flx",8,SAC,SAC,,1159,39.97,99%,0%,29,359,77,183,37,820,33,110,198,32,10,100
Andre Drummond,DET,"PF,C,Flx",9,MEM,MEM,,1141,39.34,100%,0%,29,179,0,82,51,522,131,337,83,57,50,105
Joel Embiid,PHI,"PF,C,Flx",10,DAL,DAL,,1063,40.88,100%,0%,26,218,29,180,39,597,69,259,84,23,37,80
Nikola Jokic,DEN,"PF,C,Flx",11,DAL,DAL,,1054,36.34,100%,0%,29,210,36,68,15,506,63,228,199,28,18,71
Karl-Anthony Towns,MIN,"C,Flx",12,MIA,MIA,,1045,45.43,100%,0%,23,196,82,113,29,609,63,206,101,24,29,72
Devonte Graham,CHA,"PG,SG,Flx",13,WSH,WSH,,1036,31.39,90%,0%,33,320,125,110,28,637,32,91,246,27,10,98
Bam Adebayo,MIA,"PF,C,Flx",14,SAC,SAC,,1026.25,34.21,100%,0%,30,133,1,124,57,471,76,242,139,45,38,87
Russell Westbrook,HOU,"PG,Flx",15,LAL,LAL,,1025.75,37.99,99%,0%,27,315,34,136,38,646,41,174,194,43,10,120
Domantas Sabonis,IND,"PF,C,Flx",16,MEM,MEM,,1020.5,35.19,100%,0%,29,199,8,97,35,515,99,293,114,22,18,78
Zach LaVine,CHI,"PG,SG,Flx",17,SAS,SAS,,1006.25,31.45,100%,0%,32,336,98,150,31,756,24,122,123,42,14,110
Jimmy Butler,MIA,"SG,SF,Flx",18,MIL,MIL,,993.25,38.2,99%,-0.10%,26,202,24,194,41,530,50,118,172,55,16,67
Pascal Siakam,TOR,"PF,Flx",19,MEM,MEM,,985,36.48,100%,-0.10%,27,301,67,104,24,677,38,179,97,26,26,72
Ben Simmons,PHI,"PG,SF,Flx",20,IND,IND,,984.75,32.83,99%,0%,30,137,2,77,54,431,51,158,255,64,18,113
Brandon Ingram,NO,"SG,SF,PF,Flx",21,MIA,MIA,,976,36.15,99%,0%,27,256,59,135,25,676,23,169,103,23,21,79
Hassan Whiteside,POR,"C,Flx",22,TOR,TOR,,972.5,34.73,99%,-0.10%,28,117,1,72,22,435,104,274,37,13,77,57
Donovan Mitchell,UTA,"PG,SG,Flx",23,UTH,UTH,,971.75,32.39,100%,0%,30,340,64,125,24,743,25,113,120,36,9,74
Tobias Harris,PHI,"SF,PF,Flx",24,LAC,LAC,,954.5,29.83,98%,-0.10%,32,257,47,85,23,630,25,188,102,28,24,58
Rudy Gobert,UTA,"C,Flx",25,DEN,DEN,,949.5,33.91,100%,0%,28,76,0,97,61,419,103,297,42,20,54,61
Spencer Dinwiddie,BKN,"PG,SG,Flx",26,IND,IND,,938.75,32.37,98%,0%,29,284,56,163,32,657,7,76,180,25,12,78
Montrezl Harrell,LAC,"PF,C,Flx",27,MIA,MIA,,934.5,29.2,100%,0%,32,186,0,110,57,608,93,147,62,24,37,59
CJ McCollum,POR,"PG,SG,Flx",28,NOP,NOP,,930.5,30.02,99%,-0.10%,31,329,84,61,14,693,24,115,114,26,24,63
Devin Booker,PHO,"PG,SG,Flx",29,MEM,MEM,,928.75,34.4,100%,0%,27,231,55,138,14,649,19,88,172,17,8,102
Jrue Holiday,NO,"PG,SG,Flx",30,LAL,LAL,,921.75,31.78,98%,0.10%,29,297,57,58,27,571,40,108,188,48,21,92
Kawhi Leonard,LAC,"SG,SF,Flx",31,ATL,ATL,,911.75,39.64,100%,0%,23,241,39,136,20,587,25,155,117,42,14,80
DeMar DeRozan,SA,"SG,SF,Flx",32,LAC,LAC,,903.25,31.15,98%,-0.10%,29,224,5,136,31,605,16,139,142,28,12,75
Chris Paul,OKC,"PG,Flx",33,CHA,CHA,,883,30.45,97%,-0.20%,29,173,46,112,13,466,9,120,183,47,5,52
Kemba Walker,BOS,"PG,Flx",34,GSW,GSW,,876,33.69,99%,0%,26,255,97,109,15,588,21,85,140,23,15,62
LaMarcus Aldridge,SA,"PF,C,Flx",35,DEN,DEN,,860.5,31.87,99%,-0.30%,27,202,17,80,17,523,57,142,68,17,51,40
Jayson Tatum,BOS,"SF,PF,Flx",36,DAL,DAL,,858.5,31.8,100%,0%,27,293,68,92,17,584,31,161,75,37,22,58
Julius Randle,NY,"PF,C,Flx",37,TOR,TOR,,855.25,27.59,100%,-0.10%,31,247,32,121,54,555,71,197,100,22,4,89
Kristaps Porzingis,DAL,"PF,C,Flx",38,SAS,SAS,,852.5,30.45,99%,-0.20%,28,259,58,83,31,493,53,216,39,16,60,43
Terry Rozier,CHA,"PG,SG,Flx",39,NYK,NYK,,849.75,25.75,98%,-0.10%,33,293,83,80,15,571,28,122,139,41,7,86
Clint Capela,HOU,"PF,C,Flx",40,CHI,CHI,,849.5,32.67,100%,-0.10%,26,90,0,32,36,364,104,274,32,23,50,45
Lou Williams,LAC,"PG,SG,Flx",41,HOU,HOU,,843.5,28.12,100%,0%,30,270,54,144,26,586,12,78,184,18,4,91
Malcolm Brogdon,IND,"PG,SG,Flx",42,PHX,PHX,,828.5,31.87,99%,0%,26,207,37,98,7,477,17,101,198,23,5,71
Andrew Wiggins,MIN,"SG,SF,Flx",43,PHX,PHX,,815.75,32.63,98%,-0.10%,25,283,55,99,34,626,31,99,78,18,29,60
Buddy Hield,SAC,"SG,Flx",44,DEN,DEN,,795.5,26.52,100%,-0.20%,30,315,110,50,10,608,28,124,88,25,9,74
Jamal Murray,DEN,"PG,SG,Flx",45,TOR,TOR,,792,27.31,100%,0%,29,246,50,77,9,517,27,99,132,41,8,67
Jarrett Allen,BKN,"PF,C,Flx",46,ATL,ATL,,791.5,27.29,99%,0%,29,72,0,75,47,357,105,201,39,21,40,34
Fred VanVleet,TOR,"PG,SG,Flx",47,UTH,UTH,,787,31.48,99%,0%,25,215,61,99,15,444,5,92,175,48,5,61
Kelly Oubre Jr.,PHO,"SF,Flx",48,PHX,PHX,,783.25,26.11,99%,0%,30,234,47,109,28,530,37,137,46,42,24,50
Shai Gilgeous-Alexander,OKC,"PG,SG,Flx",49,WSH,WSH,,775,26.72,99%,0%,29,247,38,115,28,553,18,128,87,30,13,62
Wendell Carter Jr.,CHI,"C,Flx",50,IND,IND,,769.25,24.04,98%,-0.10%,32,119,3,82,32,375,109,204,33,25,29,50
Kevin Love,CLE,"PF,C,Flx",51,HOU,HOU,,767.75,29.53,98%,0%,26,172,59,91,16,422,25,254,75,16,10,73
Richaun Holmes,SAC,"PF,C,Flx",52,CHA,CHA,,766.25,25.54,86%,-0.20%,30,80,0,58,13,372,88,166,31,33,40,37
Bojan Bogdanovic,UTA,"SG,SF,PF,Flx",53,ORL,ORL,,765.75,26.41,98%,-0.40%,29,247,95,118,15,613,18,112,63,18,4,83
Tristan Thompson,CLE,"PF,C,Flx",54,CHA,CHA,,759,26.17,93%,-0.20%,29,155,3,46,38,373,118,173,68,24,30,51
Evan Fournier,ORL,"SG,SF,Flx",55,CLE,CLE,,758.75,25.29,94%,-0.80%,30,224,80,91,19,577,4,77,96,29,5,57
Lauri Markkanen,CHI,"PF,Flx",56,CHI,CHI,,752.5,23.52,100%,-0.10%,32,224,64,93,20,469,34,183,55,28,20,58
Ricky Rubio,PHO,"PG,Flx",57,DAL,DAL,,738.75,30.78,98%,-0.10%,24,173,28,62,11,334,18,97,226,30,4,57
Jaren Jackson Jr.,MEM,"PF,C,Flx",58,LAL,LAL,,737.5,24.58,99%,0%,30,213,78,71,24,527,30,106,45,19,38,55
Jonas Valanciunas,MEM,"C,Flx",59,SAC,SAC,,734,26.21,98%,-0.20%,28,123,16,44,16,396,76,202,53,8,26,59
Al Horford,PHI,"PF,C,Flx",60,LAC,LAC,,731.75,26.13,97%,-0.30%,28,172,38,25,12,367,47,140,107,30,29,34
Jonathan Isaac,ORL,"SF,PF,Flx",61,HOU,HOU,,725.75,25.92,99%,-0.20%,28,155,29,53,13,346,44,153,40,38,72,43
Jabari Parker,ATL,"SF,PF,Flx",62,GSW,DAL,,724.25,23.36,87%,-2.90%,31,191,31,53,19,476,52,137,55,41,15,60
Marcus Morris Sr.,NY,"SF,PF,Flx",63,UTH,UTH,,716.75,25.6,91%,-0.50%,28,222,75,105,18,516,31,125,39,24,13,49
Danilo Gallinari,OKC,"SF,PF,Flx",64,DAL,DAL,,715.5,26.5,98%,0%,27,197,75,112,12,487,14,139,59,19,4,39
Paul George,LAC,"SF,PF,Flx",65,MIL,MIL,,714.25,34.01,99%,0%,21,208,79,95,10,508,9,113,77,32,9,75
Dennis Schroder,OKC,"PG,Flx",66,DEN,DEN,,710,24.48,92%,-0.30%,29,226,50,77,14,525,8,106,109,21,10,86
Ja Morant,MEM,"PG,Flx",67,IND,IND,,708.75,28.35,99%,0%,25,192,24,96,25,456,18,61,163,29,8,80
Will Barton,DEN,"SG,SF,Flx",68,HOU,HOU,,704.5,26.09,91%,-0.20%,27,180,46,45,15,393,43,146,93,32,10,40
Jaylen Brown,BOS,"SG,SF,Flx",69,NJN,NJN,,699.75,29.16,99%,0%,24,175,47,71,24,474,25,143,57,27,9,46
Alec Burks,GS,"PG,SG,Flx",70,SAC,SAC,,699.25,24.97,76%,-0.60%,28,196,43,101,12,444,21,106,88,36,8,44
Eric Bledsoe,MIL,"PG,SG,Flx",71,GSW,GSW,,698.5,26.87,99%,-0.10%,26,161,32,65,15,391,21,107,147,22,12,60
T.J. Warren,IND,"SF,PF,Flx",72,CHI,CHI,,687,22.16,93%,-0.50%,31,222,39,67,15,548,27,86,37,30,14,40
Harrison Barnes,SAC,"SF,PF,Flx",73,OKC,OKC,,686,22.87,89%,-0.70%,30,199,41,106,24,469,30,120,69,22,5,43
Kyle Lowry,TOR,"PG,Flx",74,IND,IND,,684.75,36.04,98%,-0.10%,19,161,58,101,16,393,11,87,144,22,6,57
Tomas Satoransky,CHI,"PG,SG,Flx",75,DAL,DAL,,680.75,21.27,85%,-0.50%,32,139,39,48,7,321,30,88,168,47,5,67
Steven Adams,OKC,"C,Flx",76,BOS,BOS,,676.75,26.03,97%,-0.30%,26,79,0,36,38,298,89,168,72,13,32,42
Davis Bertans,WAS,"PF,C,Flx",77,CHA,CHA,,671,23.96,88%,-1%,28,174,105,42,5,431,25,113,48,18,18,22
Luke Kennard,DET,"SG,SF,Flx",78,PHX,PHX,,670.25,23.94,87%,-1%,28,191,73,67,8,442,9,89,115,12,6,43
Jeff Teague,MIN,"PG,Flx",79,ATL,ATL,,656.5,26.26,93%,-0.40%,25,129,27,104,17,351,13,57,166,20,10,55
Khris Middleton,MIL,"SG,SF,Flx",80,IND,IND,,656,27.33,96%,0%,24,169,49,62,8,431,20,110,85,23,5,47
Nemanja Bjelica,SAC,"PF,Flx",81,DET,DET,,653,21.77,69%,-3.50%,30,149,53,24,2,343,48,134,82,27,18,46
Kendrick Nunn,MIA,"PG,SG,Flx",82,MIN,MIN,,652.75,21.76,83%,-0.20%,30,238,63,36,10,487,9,73,107,30,7,61
Collin Sexton,CLE,"PG,SG,Flx",83,LAL,LAL,,652.25,21.74,94%,-0.30%,30,251,26,92,20,534,29,64,73,30,2,59
Dario Saric,PHO,"PF,C,Flx",84,DET,DET,,651.5,21.72,89%,-1%,30,158,48,41,7,349,51,168,64,23,10,40
Nikola Vucevic,ORL,"PF,C,Flx",85,HOU,HOU,,636,33.47,99%,-0.10%,19,162,23,48,13,335,51,157,63,16,20,23
Cody Zeller,CHA,"PF,C,Flx",86,BOS,BOS,,634.25,21.14,79%,-3.80%,30,115,15,64,31,353,90,143,38,18,14,45
Miles Bridges,CHA,"SF,Flx",87,TOR,TOR,,633.75,19.2,91%,-2.30%,33,199,51,42,12,405,37,132,57,20,25,53
Aaron Gordon,ORL,"SF,PF,Flx",88,LAC,LAC,,633,23.44,97%,-0.50%,27,195,31,60,27,359,49,145,80,18,16,39
Dillon Brooks,MEM,"SG,SF,Flx",89,ATL,ATL,,626.5,20.21,73%,-1.80%,31,234,56,72,14,448,30,80,65,34,12,48
Derrick Rose,DET,"PG,SG,Flx",90,MIN,MIN,,624.75,24.99,92%,-0.80%,25,179,21,55,8,412,13,42,150,20,9,61
Brook Lopez,MIL,"C,Flx",91,SAC,SAC,,620,21.38,95%,-0.50%,29,152,43,52,5,291,19,130,43,20,70,27
JJ Redick,NO,"SG,Flx",92,ATL,ATL,,617,21.28,88%,-1%,29,179,95,77,11,460,5,81,58,11,6,34
P.J. Tucker,HOU,"SF,PF,Flx",93,PHX,PHX,,617,20.57,84%,-0.70%,30,107,57,23,7,280,47,172,43,41,15,31
RJ Barrett,NY,"SG,SF,Flx",94,OKC,OKC,,611.25,20.38,97%,-0.60%,30,243,32,73,60,421,31,126,86,33,13,65
Joe Harris,BKN,"SG,SF,Flx",95,MEM,MEM,,610,21.03,85%,-1.20%,29,172,79,28,9,429,25,91,61,19,10,42
Jae Crowder,MEM,"SF,PF,Flx",96,LAL,LAL,,608.75,20.29,71%,-1.60%,30,179,58,48,16,314,25,156,88,28,11,40
OG Anunoby,TOR,"SF,PF,Flx",97,DAL,DAL,,608.5,20.98,91%,-0.40%,29,130,41,29,17,334,31,142,49,34,24,36
Mitchell Robinson,NY,"C,Flx",98,DAL,DAL,,598,22.15,97%,-0.30%,27,51,0,50,27,272,85,103,14,21,52,19
DeAndre Jordan,BKN,"C,Flx",99,DET,DET,,594,22.85,91%,-1%,26,46,0,39,20,213,66,193,58,12,25,31
Taurean Prince,BKN,"SF,PF,Flx",100,MIA,MIA,,593.75,20.47,85%,-2.60%,29,211,71,29,9,360,24,167,64,26,12,60
DAngelo Russell,GS,"PG,SG,Flx",101,OKC,OKC,,590.25,31.07,99%,-0.10%,19,200,60,69,22,425,5,57,117,17,7,61
Paul Millsap,DEN,"PF,C,Flx",102,IND,IND,,589.75,21.84,87%,-0.70%,27,127,30,75,10,347,51,108,35,22,20,36
Eric Paschall,GS,"SF,PF,Flx",103,WSH,WSH,,589.75,21.06,69%,-3.50%,28,162,20,89,24,425,39,94,47,12,10,42
PJ Washington,CHA,"SF,PF,Flx",104,TOR,TOR,,586.25,20.94,79%,-1.90%,28,137,39,50,21,343,26,121,49,28,26,38
Dejounte Murray,SA,"PG,Flx",105,WSH,WSH,,582.5,22.4,96%,-0.50%,26,115,8,43,12,271,30,126,108,46,9,60
Jordan Clarkson,CLE,"PG,SG,Flx",106,LAL,LAL,,573.75,19.78,66%,-0.50%,29,182,59,76,10,423,21,48,70,17,8,39
Joe Ingles,UTA,"SG,SF,Flx",107,DET,DET,,571.5,19.05,91%,-0.50%,30,133,56,34,8,286,14,117,126,29,4,62
Frank Kaminsky,PHO,"PF,C,Flx",108,MIL,MIL,,571.5,19.05,45%,-6.20%,30,149,38,58,28,342,30,127,70,13,10,32
Robert Covington,MIN,"SF,PF,Flx",109,SAC,SAC,,563.5,20.12,95%,-0.40%,28,148,54,51,7,331,19,130,29,40,23,44
Norman Powell,TOR,"SG,SF,Flx",110,NJN,NJN,,562.75,20.84,59%,-12.20%,27,144,51,57,12,388,15,90,46,30,11,43
D.J. Augustin,ORL,"PG,Flx",111,SAS,SAS,,559.5,18.65,54%,-2.30%,30,150,34,73,8,305,12,61,142,20,1,39
Markelle Fultz,ORL,"PG,SG,Flx",112,POR,POR,,554.75,19.13,78%,-2%,29,152,12,48,15,338,12,69,120,34,7,55
Tyler Herro,MIA,"SG,SF,Flx",113,HOU,HOU,,553.5,19.09,80%,-1.70%,29,200,59,53,8,406,8,111,62,21,3,54
Ivica Zubac,LAC,"C,Flx",114,NJN,NJN,,548.5,17.14,51%,-4.70%,32,70,0,58,19,264,71,133,29,7,30,31
Willie Cauley-Stein,GS,"PF,C,Flx",115,IND,IND,,548,19.57,83%,-1.60%,28,79,0,24,14,230,44,136,42,34,39,27
Glenn Robinson III,GS,"SG,SF,Flx",116,NJN,NJN,,547.75,18.26,50%,-1.60%,30,166,39,30,6,347,45,95,47,28,8,26
George Hill,MIL,"PG,SG,Flx",117,DET,DET,,544.75,18.78,40%,-1.70%,29,87,47,43,7,298,30,65,88,24,2,24
Rudy Gay,SA,"SF,PF,Flx",118,DAL,DAL,,539.75,18.61,69%,-3.10%,29,143,25,57,8,306,33,137,55,13,18,46
Patrick Beverley,LAC,"PG,SG,Flx",119,LAC,LAC,,537.75,19.92,76%,-1.90%,27,117,39,14,9,213,34,127,91,39,17,35
DeAndre Hunter,ATL,"SF,Flx",120,TOR,TOR,,535.75,17.86,72%,-2.70%,30,206,50,58,18,390,15,105,56,19,9,46
Bogdan Bogdanovic,SAC,"SG,SF,Flx",121,LAC,LAC,,532.75,21.31,89%,-1.80%,25,171,67,37,16,364,7,61,97,30,2,50
Kris Dunn,CHI,"PG,SG,Flx",122,LAL,LAL,,531,16.59,55%,-1.20%,32,124,16,20,9,226,17,94,102,65,13,36
Marc Gasol,TOR,"C,Flx",123,UTH,UTH,,526.5,19.5,76%,-7.80%,27,110,31,21,7,178,23,156,92,22,30,33
Ish Smith,WAS,"PG,Flx",124,CLE,CLE,,524.75,18.09,42%,-3.40%,29,140,27,19,11,286,14,69,125,22,12,37
Brandon Clarke,MEM,"PF,C,Flx",125,NOP,NOP,,522,20.88,88%,-0.70%,25,77,13,29,9,318,37,107,30,10,20,25
Bruce Brown Jr.,DET,"PG,SG,Flx",126,GSW,DAL,,521,17.37,41%,-5.20%,30,122,17,38,21,245,29,103,110,32,15,57
Rui Hachimura,WAS,"SF,PF,Flx",127,MIN,MIN,,519.25,20.77,86%,-2.50%,25,157,10,46,8,348,39,106,40,18,3,20
Myles Turner,IND,"PF,C,Flx",128,NJN,NJN,,519,22.57,98%,-0.20%,23,121,37,39,15,278,31,100,27,15,53,33
Josh Richardson,PHI,"SG,SF,Flx",129,NYK,NYK,,516.5,21.52,97%,-0.40%,24,170,41,48,14,351,20,62,76,25,15,52
Tim Hardaway Jr.,DAL,"SG,SF,Flx",130,GSW,GSW,,516,17.79,70%,-2.90%,29,197,74,49,12,395,10,68,53,18,3,26
Garrett Temple,BKN,"SG,SF,Flx",131,UTH,UTH,,514.75,17.75,38%,-5.90%,29,169,64,30,9,318,16,78,73,27,14,35
Bobby Portis,NY,"PF,C,Flx",132,MIN,MIN,,513.5,16.56,48%,-1.70%,31,155,33,30,11,299,45,136,39,20,9,30
Duncan Robinson,MIA,"SG,SF,PF,Flx",133,HOU,HOU,,507.5,16.92,50%,-2.20%,30,130,95,19,1,352,5,87,27,19,10,18
Larry Nance Jr.,CLE,"PF,C,Flx",134,UTH,UTH,,506.5,18.76,79%,-3.40%,27,91,28,26,11,232,47,148,42,21,13,26
Gary Harris,DEN,"SG,SF,Flx",135,NJN,NJN,,506.5,17.47,77%,-0.70%,29,159,42,39,9,325,15,66,66,37,8,28
Coby White,CHI,"PG,Flx",136,POR,POR,,504.75,15.77,61%,-2.60%,32,229,59,40,10,355,9,103,75,23,3,45
Nerlens Noel,OKC,"PF,C,Flx",137,PHI,PHI,,502.25,17.94,57%,-1.70%,28,45,0,46,10,218,39,97,36,27,40,29
Marquese Chriss,GS,"PF,C,Flx",138,NOP,NOP,,499,16.63,26%,-2.80%,30,82,4,61,15,219,53,113,54,19,28,45
Draymond Green,GS,"PF,C,Flx",139,SAC,SAC,,497.25,23.68,97%,-0.30%,21,95,14,42,14,188,9,121,119,37,12,51
Dwight Howard,LAL,"PF,C,Flx",140,CLE,CLE,,493.25,16.44,60%,-3.50%,30,28,1,35,40,206,67,140,21,12,39,38
JaVale McGee,LAL,"C,Flx",141,SAC,SAC,,492.75,16.43,56%,-3.50%,30,56,1,21,13,214,60,122,19,16,41,26
Langston Galloway,DET,"PG,SG,Flx",142,WSH,WSH,,492.5,15.89,30%,-2.60%,31,150,70,52,6,350,12,54,45,21,8,23
Markieff Morris,DET,"PF,C,Flx",143,MIN,MIN,,487.5,16.25,33%,-1.80%,30,137,53,35,12,332,16,103,51,19,7,53
Goran Dragic,MIA,"PG,SG,Flx",144,MIN,MIN,,485.5,24.27,87%,-0.50%,20,128,46,58,23,320,7,58,99,13,5,50
Thomas Bryant,WAS,"C,Flx",145,UTH,UTH,,483,26.83,96%,-0.30%,18,83,10,39,14,251,42,111,48,8,18,24
Dorian Finney-Smith,DAL,"SF,PF,Flx",146,DET,DET,,478.75,16.51,24%,-1.60%,29,100,39,32,13,255,52,99,39,19,13,29
Kelly Olynyk,MIA,"PF,C,Flx",147,CLE,CLE,,477.25,15.91,48%,-3.20%,30,101,45,45,6,256,25,123,41,23,10,39
Troy Brown,WAS,"SG,SF,Flx",148,OKC,OKC,,477.25,18.36,48%,0.30%,26,104,16,36,10,240,35,104,60,34,4,26
Jaxson Hayes,NO,"PF,C,Flx",149,BOS,BOS,,476.25,17.01,49%,-2.60%,28,55,1,59,33,244,54,80,25,19,33,25
Bismack Biyombo,CHA,"PF,C,Flx",150,NYK,NYK,,475.5,15.34,26%,-5.30%,31,73,0,53,38,247,70,102,29,6,23,21
Alex Len,ATL,"PF,C,Flx",151,DEN,DEN,,475,15.83,50%,-4.90%,30,84,12,35,16,249,50,107,33,15,23,31
Jakob Poeltl,SA,"C,Flx",152,NJN,NJN,,474.25,16.35,43%,-3.20%,29,49,0,22,16,160,61,106,51,16,41,25
Donte DiVincenzo,MIL,"SG,Flx",153,ORL,ORL,,473,16.89,55%,-2.50%,28,117,34,25,7,237,25,100,61,43,7,31
Lonzo Ball,NO,"PG,Flx",154,ATL,ATL,,472.25,20.53,96%,-0.30%,23,143,44,14,14,232,23,87,121,30,6,61
Mason Plumlee,DEN,"PF,C,Flx",155,BOS,BOS,,471.25,16.25,29%,-0.90%,29,56,0,35,30,193,53,113,72,18,21,45
Kyrie Irving,BKN,"PG,SG,Flx",156,SAC,SAC,,470,42.73,99%,-0.10%,11,140,31,59,4,314,10,49,79,12,6,26
Patty Mills,SA,"PG,Flx",157,MIL,MIL,,469.75,16.2,25%,-2.30%,29,140,66,38,12,340,7,37,61,25,5,28
Mike Conley,UTA,"PG,Flx",158,DET,DET,,469.25,21.33,92%,-1.70%,22,172,40,61,15,299,16,57,102,16,4,45
Cedi Osman,CLE,"SF,PF,Flx",159,ATL,ATL,,468.75,15.62,48%,-0.70%,30,148,51,24,15,299,12,83,64,31,9,41
Aaron Holiday,IND,"PG,Flx",160,LAL,LAL,,467.5,16.12,30%,-1.10%,29,147,48,27,5,297,11,62,85,26,3,38
Terrence Ross,ORL,"SG,SF,Flx",161,ATL,ATL,,467.25,16.69,57%,-4.70%,28,184,59,52,9,365,8,69,27,26,8,29
Delon Wright,DAL,"PG,SG,Flx",162,MIA,MIA,,466,17.26,62%,-3.50%,27,77,15,38,6,197,24,71,88,37,8,19
Derrick White,SA,"PG,SG,Flx",163,MEM,MEM,,464.75,17.21,59%,-1.20%,27,102,25,51,13,268,12,61,81,16,16,34
Royce ONeale,UTA,"SF,PF,Flx",164,UTH,UTH,,464.75,15.49,22%,-1.90%,30,81,39,14,4,191,5,138,76,27,9,26
T.J. McConnell,IND,"PG,SG,Flx",165,SAS,SAS,,462.25,15.94,19%,-2%,29,90,3,14,1,207,14,62,144,18,5,40
Justin Holiday,IND,"SG,SF,Flx",166,DEN,DEN,,458.75,14.8,28%,-2.60%,31,125,47,20,5,231,16,103,47,32,18,17
Josh Hart,NO,"SG,SF,Flx",167,ORL,ORL,,458,19.08,70%,-2.10%,24,127,54,33,8,267,22,119,35,24,7,32
Danny Green,LAL,"SG,SF,Flx",168,UTH,UTH,,458,15.27,60%,-2.50%,30,122,59,19,5,256,21,93,37,34,16,30
Jalen Brunson,DAL,"PG,Flx",169,MIN,MIN,,455.5,15.71,54%,-3.60%,29,105,23,31,10,252,16,64,109,14,1,34
Thaddeus Young,CHI,"SF,PF,Flx",170,OKC,OKC,,454.75,14.67,51%,-1.40%,31,166,33,20,14,271,47,90,58,32,8,49
Serge Ibaka,TOR,"PF,C,Flx",171,MIL,MIL,,453.25,22.66,94%,-0.20%,20,121,16,46,11,274,42,108,26,9,21,38
Aron Baynes,PHO,"C,Flx",172,LAC,LAC,,451.75,21.51,58%,-8.10%,21,98,32,32,12,274,31,81,49,5,15,27
Kent Bazemore,POR,"SG,SF,Flx",173,NJN,NJN,,449.75,14.51,43%,-2.60%,31,147,41,42,9,251,10,110,46,30,23,45
Maxi Kleber,DAL,"PF,C,Flx",174,CLE,CLE,,443.75,15.85,33%,-1.70%,28,97,39,32,4,233,43,103,27,7,20,21
Jeremy Lamb,IND,"SG,SF,Flx",175,DAL,DAL,,443.25,22.16,91%,-2.60%,20,126,23,43,9,278,12,81,50,26,11,30
Marcus Smart,BOS,"PG,SG,Flx",176,CLE,CLE,,442.75,22.14,88%,-0.90%,20,130,42,29,4,235,19,48,91,26,9,25
Tyus Jones,MEM,"PG,Flx",177,SAC,SAC,,441.25,14.23,27%,-1.90%,31,109,15,21,7,188,4,47,149,29,4,32
Bryn Forbes,SA,"PG,SG,Flx",178,MEM,MEM,,440,15.17,36%,-2.90%,29,175,66,36,6,336,8,60,53,13,0,24
Malik Monk,CHA,"PG,SG,Flx",179,GSW,GSW,,439.75,13.74,36%,-1.50%,32,141,32,38,8,296,11,78,69,14,6,43
Skal Labissiere,POR,"PF,C,Flx",180,POR,POR,,434.75,14.02,14%,-0.50%,31,63,3,23,7,180,62,98,39,7,31,28
Danuel House Jr.,HOU,"SG,SF,Flx",181,HOU,HOU,,431,17.96,52%,-4.50%,24,109,51,32,10,261,28,66,32,25,13,22
Dwight Powell,DAL,"PF,C,Flx",182,CLE,CLE,,430.75,16.57,53%,-1.60%,26,51,9,40,25,217,40,94,37,20,13,22
Darius Garland,CLE,"PG,Flx",183,OKC,OKC,,430.25,14.34,54%,-1%,30,199,54,29,4,341,13,46,90,18,0,74
Ben McLemore,HOU,"SG,Flx",184,MEM,MEM,,428.5,14.28,32%,-5.90%,30,142,75,32,9,311,9,60,31,22,7,23
Mikal Bridges,PHO,"SG,SF,Flx",185,TOR,TOR,,423.75,14.12,49%,-5.10%,30,78,15,43,11,204,26,90,38,41,11,25
Daniel Theis,BOS,"PF,C,Flx",186,BOS,BOS,,421.5,17.56,31%,-2.50%,24,62,7,24,11,165,39,111,32,11,38,20
Isaiah Thomas,WAS,"PG,Flx",187,NYK,NYK,,419.5,19.98,68%,-2.30%,21,130,46,30,7,286,3,33,101,9,5,46
Moritz Wagner,WAS,"PF,C,Flx",188,SAS,SAS,,417.25,19.87,51%,-3.40%,21,67,22,36,7,244,34,93,28,15,13,43
Cory Joseph,SAC,"PG,Flx",189,SAS,SAS,,417.25,13.91,14%,-1.80%,30,118,18,21,3,181,16,65,116,22,14,42
Christian Wood,DET,"PF,C,Flx",190,MIA,MIA,,416.5,15.43,26%,-6.80%,27,55,15,47,27,244,35,93,14,9,22,26
